number,code,name,"full name"
360,1F9DD,elf,"elf; elf; magical; lotr style"
361,1F9DD-200D-2642-FE0F,"man elf","man elf; magical; man elf"
362,1F9DD-200D-2640-FE0F,"woman elf","woman elf; magical; woman elf"
363,1F9DE,genie,"genie; djinn; genie; (non-human color)"
364,1F9DE-200D-2642-FE0F,"man genie","man genie; djinn; man genie"
365,1F9DE-200D-2640-FE0F,"woman genie","woman genie; djinn; woman genie"
366,1F9DF,zombie,"zombie; undead; walking dead; zombie; (non-human color)"
367,1F9DF-200D-2642-FE0F,"man zombie","man zombie; man zombie; undead; walking dead"
368,1F9DF-200D-2640-FE0F,"woman zombie","woman zombie; undead; walking dead; woman zombie"
369,1F486,"person getting massage","person getting massage; face; massage; person getting massage; salon"
370,1F486-200D-2642-FE0F,"man getting massage","man getting massage; face; man; man getting massage; massage"
371,1F486-200D-2640-FE0F,"woman getting massage","woman getting massage; face; massage; woman; woman getting massage"
372,1F487,"person getting haircut","person getting haircut; barber; beauty; haircut; parlor; person getting haircut"
373,1F487-200D-2642-FE0F,"man getting haircut","man getting haircut; haircut; man; man getting haircut"
374,1F487-200D-2640-FE0F,"woman getting haircut","woman getting haircut; haircut; woman; woman getting haircut"
375,1F6B6,"person walking","person walking; hike; person walking; walk; walking"
376,1F6B6-200D-2642-FE0F,"man walking","man walking; hike; man; man walking; walk"
377,1F6B6-200D-2640-FE0F,"woman walking","woman walking; hike; walk; woman; woman walking"
378,1F9CD,"person standing","person standing; person standing; stand; standing"
379,1F9CD-200D-2642-FE0F,"man standing","man standing; man; standing"
380,1F9CD-200D-2640-FE0F,"woman standing","woman standing; standing; woman"
381,1F9CE,"person kneeling","person kneeling; kneel; kneeling; person kneeling"
382,1F9CE-200D-2642-FE0F,"man kneeling","man kneeling; kneeling; man"
383,1F9CE-200D-2640-FE0F,"woman kneeling","woman kneeling; kneeling; woman"
384,1F9D1-200D-1F9AF,"person with white cane","person with white cane; accessibility; blind; person with white cane"
385,1F468-200D-1F9AF,"man with white cane","man with white cane; accessibility; blind; man; man with white cane"
386,1F469-200D-1F9AF,"woman with white cane","woman with white cane; accessibility; blind; woman; woman with white cane"
387,1F9D1-200D-1F9BC,"person in motorized wheelchair","person in motorized wheelchair; accessibility; person in motorized wheelchair; wheelchair"
388,1F468-200D-1F9BC,"man in motorized wheelchair","man in motorized wheelchair; accessibility; man; man in motorized wheelchair; wheelchair"
389,1F469-200D-1F9BC,"woman in motorized wheelchair","woman in motorized wheelchair; accessibility; wheelchair; woman; woman in motorized wheelchair"
390,1F9D1-200D-1F9BD,"person in manual wheelchair","person in manual wheelchair; accessibility; person in manual wheelchair; wheelchair"
391,1F468-200D-1F9BD,"man in manual wheelchair","man in manual wheelchair; accessibility; man; man in manual wheelchair; wheelchair"
392,1F469-200D-1F9BD,"woman in manual wheelchair","woman in manual wheelchair; accessibility; wheelchair; woman; woman in manual wheelchair"
393,1F3C3,"person running","person running; marathon; person running; running"
394,1F3C3-200D-2642-FE0F,"man running","man running; man; marathon; racing; running"
395,1F3C3-200D-2640-FE0F,"woman running","woman running; marathon; racing; running; woman"
396,1F483,"woman dancing","woman dancing; dancing; woman"
397,1F57A,"man dancing","man dancing; dance; man; man dancing"
398,1F574,"person in suit levitating","person in suit levitating; business; person; person in suit levitating; suit"
399,1F46F,"people with bunny ears","people with bunny ears; bunny ear; dancer; partying; people with bunny ears"
400,1F46F-200D-2642-FE0F,"men with bunny ears","men with bunny ears; bunny ear; dancer; men; men with bunny ears; partying"
401,1F46F-200D-2640-FE0F,"women with bunny ears","women with bunny ears; bunny ear; dancer; partying; women; women with bunny ears"
402,1F9D6,"person in steamy room","person in steamy room; person in steamy room; sauna; steam room; hamam; steambath"
403,1F9D6-200D-2642-FE0F,"man in steamy room","man in steamy room; man in steamy room; sauna; steam room"
404,1F9D6-200D-2640-FE0F,"woman in steamy room","woman in steamy room; sauna; steam room; woman in steamy room"
405,1F9D7,"person climbing","person climbing; climber; person climbing"
406,1F9D7-200D-2642-FE0F,"man climbing","man climbing; climber; man climbing"
407,1F9D7-200D-2640-FE0F,"woman climbing","woman climbing; climber; woman climbing"
408,1F93A,"person fencing","person fencing; fencer; fencing; person fencing; sword"
409,1F3C7,"horse racing","horse racing; horse; jockey; racehorse; racing"
410,26F7,skier,"skier; ski; skier; snow"
411,1F3C2,snowboarder,"snowboarder; ski; snow; snowboard; snowboarder"
412,1F3CC,"person golfing","person golfing; ball; golf; person golfing"
413,1F3CC-FE0F-200D-2642-FE0F,"man golfing","man golfing; golf; man; man golfing"
414,1F3CC-FE0F-200D-2640-FE0F,"woman golfing","woman golfing; golf; woman; woman golfing"
415,1F3C4,"person surfing","person surfing; person surfing; surfing"
416,1F3C4-200D-2642-FE0F,"man surfing","man surfing; man; surfing"
417,1F3C4-200D-2640-FE0F,"woman surfing","woman surfing; surfing; woman"
418,1F6A3,"person rowing boat","person rowing boat; boat; person rowing boat; rowboat"
419,1F6A3-200D-2642-FE0F,"man rowing boat","man rowing boat; boat; man; man rowing boat; rowboat"
420,1F6A3-200D-2640-FE0F,"woman rowing boat","woman rowing boat; boat; rowboat; woman; woman rowing boat"
421,1F3CA,"person swimming","person swimming; person swimming; swim"
422,1F3CA-200D-2642-FE0F,"man swimming","man swimming; man; man swimming; swim"
423,1F3CA-200D-2640-FE0F,"woman swimming","woman swimming; swim; woman; woman swimming"
424,26F9,"person bouncing ball","person bouncing ball; ball; person bouncing ball"
425,26F9-FE0F-200D-2642-FE0F,"man bouncing ball","man bouncing ball; ball; man; man bouncing ball"
426,26F9-FE0F-200D-2640-FE0F,"woman bouncing ball","woman bouncing ball; ball; woman; woman bouncing ball"
427,1F3CB,"person lifting weights","person lifting weights; lifter; person lifting weights; weight"
428,1F3CB-FE0F-200D-2642-FE0F,"man lifting weights","man lifting weights; man; man lifting weights; weight lifter"
429,1F3CB-FE0F-200D-2640-FE0F,"woman lifting weights","woman lifting weights; weight lifter; woman; woman lifting weights"
430,1F6B4,"person biking","person biking; bicycle; biking; cyclist; person biking"
431,1F6B4-200D-2642-FE0F,"man biking","man biking; bicycle; biking; cyclist; man"
432,1F6B4-200D-2640-FE0F,"woman biking","woman biking; bicycle; biking; cyclist; woman"
433,1F6B5,"person mountain biking","person mountain biking; bicycle; bicyclist; bike; cyclist; mountain; person mountain biking"
434,1F6B5-200D-2642-FE0F,"man mountain biking","man mountain biking; bicycle; bike; cyclist; man; man mountain biking; mountain"
435,1F6B5-200D-2640-FE0F,"woman mountain biking","woman mountain biking; bicycle; bike; biking; cyclist; mountain; woman"
436,1F938,"person cartwheeling","person cartwheeling; cartwheel; gymnastics; person cartwheeling"
437,1F938-200D-2642-FE0F,"man cartwheeling","man cartwheeling; cartwheel; gymnastics; man; man cartwheeling"
438,1F938-200D-2640-FE0F,"woman cartwheeling","woman cartwheeling; cartwheel; gymnastics; woman; woman cartwheeling"
439,1F93C,"people wrestling","people wrestling; people wrestling; wrestle; wrestler"
440,1F93C-200D-2642-FE0F,"men wrestling","men wrestling; men; men wrestling; wrestle"
441,1F93C-200D-2640-FE0F,"women wrestling","women wrestling; women; women wrestling; wrestle"
442,1F93D,"person playing water polo","person playing water polo; person playing water polo; polo; water"
443,1F93D-200D-2642-FE0F,"man playing water polo","man playing water polo; man; man playing water polo; water polo"
444,1F93D-200D-2640-FE0F,"woman playing water polo","woman playing water polo; water polo; woman; woman playing water polo"
445,1F93E,"person playing handball","person playing handball; ball; handball; person playing handball"
446,1F93E-200D-2642-FE0F,"man playing handball","man playing handball; handball; man; man playing handball"
447,1F93E-200D-2640-FE0F,"woman playing handball","woman playing handball; handball; woman; woman playing handball"
448,1F939,"person juggling","person juggling; balance; juggle; multitask; person juggling; skill"
449,1F939-200D-2642-FE0F,"man juggling","man juggling; juggling; man; multitask"
450,1F939-200D-2640-FE0F,"woman juggling","woman juggling; juggling; multitask; woman"
451,1F9D8,"person in lotus position","person in lotus position; meditation; person in lotus position; yoga; serenity"
452,1F9D8-200D-2642-FE0F,"man in lotus position","man in lotus position; man in lotus position; meditation; yoga"
453,1F9D8-200D-2640-FE0F,"woman in lotus position","woman in lotus position; meditation; woman in lotus position; yoga"
454,1F6C0,"person taking bath","person taking bath; bath; bathtub; person taking bath"
455,1F6CC,"person in bed","person in bed; hotel; person in bed; sleep"
456,1F9D1-200D-1F91D-200D-1F9D1,"people holding hands","people holding hands; couple; hand; hold; holding hands; people holding hands; person"
457,1F46D,"women holding hands","women holding hands; couple; hand; holding hands; women; women holding hands"
458,1F46B,"woman and man holding hands","woman and man holding hands; couple; hand; hold; holding hands; man; woman; woman and man holding hands"
459,1F46C,"men holding hands","men holding hands; couple; gemini; holding hands; man; men; men holding hands; twins; zodiac"
460,1F48F,kiss,"kiss; couple; kiss"
461,1F469-200D-2764-FE0F-200D-1F48B-200D-1F468,"kiss: woman; man","kiss: woman; man; couple; kiss; man; woman"
462,1F468-200D-2764-FE0F-200D-1F48B-200D-1F468,"kiss: man; man","kiss: man; man; couple; kiss; man"
463,1F469-200D-2764-FE0F-200D-1F48B-200D-1F469,"kiss: woman; woman","kiss: woman; woman; couple; kiss; woman"
464,1F491,"couple with heart","couple with heart; couple; couple with heart; love"
465,1F469-200D-2764-FE0F-200D-1F468,"couple with heart: woman; man","couple with heart: woman; man; couple; couple with heart; love; man; woman"
466,1F468-200D-2764-FE0F-200D-1F468,"couple with heart: man; man","couple with heart: man; man; couple; couple with heart; love; man"
467,1F469-200D-2764-FE0F-200D-1F469,"couple with heart: woman; woman","couple with heart: woman; woman; couple; couple with heart; love; woman"
468,1F46A,family,"family; family"
469,1F468-200D-1F469-200D-1F466,"family: man; woman; boy","family: man; woman; boy; boy; family; man; woman"
470,1F468-200D-1F469-200D-1F467,"family: man; woman; girl","family: man; woman; girl; family; girl; man; woman"
471,1F468-200D-1F469-200D-1F467-200D-1F466,"family: man; woman; girl; boy","family: man; woman; girl; boy; boy; family; girl; man; woman"
472,1F468-200D-1F469-200D-1F466-200D-1F466,"family: man; woman; boy; boy","family: man; woman; boy; boy; boy; family; man; woman"
473,1F468-200D-1F469-200D-1F467-200D-1F467,"family: man; woman; girl; girl","family: man; woman; girl; girl; family; girl; man; woman"
474,1F468-200D-1F468-200D-1F466,"family: man; man; boy","family: man; man; boy; boy; family; man"
475,1F468-200D-1F468-200D-1F467,"family: man; man; girl","family: man; man; girl; family; girl; man"
476,1F468-200D-1F468-200D-1F467-200D-1F466,"family: man; man; girl; boy","family: man; man; girl; boy; boy; family; girl; man"
477,1F468-200D-1F468-200D-1F466-200D-1F466,"family: man; man; boy; boy","family: man; man; boy; boy; boy; family; man"
478,1F468-200D-1F468-200D-1F467-200D-1F467,"family: man; man; girl; girl","family: man; man; girl; girl; family; girl; man"
479,1F469-200D-1F469-200D-1F466,"family: woman; woman; boy","family: woman; woman; boy; boy; family; woman"
480,1F469-200D-1F469-200D-1F467,"family: woman; woman; girl","family: woman; woman; girl; family; girl; woman"
481,1F469-200D-1F469-200D-1F467-200D-1F466,"family: woman; woman; girl; boy","family: woman; woman; girl; boy; boy; family; girl; woman"
482,1F469-200D-1F469-200D-1F466-200D-1F466,"family: woman; woman; boy; boy","family: woman; woman; boy; boy; boy; family; woman"
483,1F469-200D-1F469-200D-1F467-200D-1F467,"family: woman; woman; girl; girl","family: woman; woman; girl; girl; family; girl; woman"
484,1F468-200D-1F466,"family: man; boy","family: man; boy; boy; family; man"
485,1F468-200D-1F466-200D-1F466,"family: man; boy; boy","family: man; boy; boy; boy; family; man"
486,1F468-200D-1F467,"family: man; girl","family: man; girl; family; girl; man"
487,1F468-200D-1F467-200D-1F466,"family: man; girl; boy","family: man; girl; boy; boy; family; girl; man"
488,1F468-200D-1F467-200D-1F467,"family: man; girl; girl","family: man; girl; girl; family; girl; man"
489,1F469-200D-1F466,"family: woman; boy","family: woman; boy; boy; family; woman"
490,1F469-200D-1F466-200D-1F466,"family: woman; boy; boy","family: woman; boy; boy; boy; family; woman"
491,1F469-200D-1F467,"family: woman; girl","family: woman; girl; family; girl; woman"
492,1F469-200D-1F467-200D-1F466,"family: woman; girl; boy","family: woman; girl; boy; boy; family; girl; woman"
493,1F469-200D-1F467-200D-1F467,"family: woman; girl; girl","family: woman; girl; girl; family; girl; woman"
494,1F5E3,"speaking head","speaking head; face; head; silhouette; speak; speaking"
495,1F464,"bust in silhouette","bust in silhouette; bust; bust in silhouette; silhouette"
496,1F465,"busts in silhouette","busts in silhouette; bust; busts in silhouette; silhouette"
497,1FAC2,"people hugging","people hugging; goodbye; hello; hug; people hugging; thanks"
498,1F463,footprints,"footprints; clothing; footprint; footprints; print"
499,1F9B0,"red hair","red hair; ginger; red hair; redhead"
500,1F9B1,"curly hair","curly hair; afro; curly; curly hair; ringlets"
501,1F9B3,"white hair","white hair; gray; hair; old; white"
502,1F9B2,bald,"bald; bald; chemotherapy; hairless; no hair; shaven"
503,1F435,"monkey face","monkey face; face; monkey"
504,1F412,monkey,"monkey; monkey"
505,1F98D,gorilla,"gorilla; gorilla"
506,1F9A7,orangutan,"orangutan; ape; orangutan"
507,1F436,"dog face","dog face; dog; face; pet"
508,1F415,dog,"dog; dog; pet"
509,1F9AE,"guide dog","guide dog; accessibility; blind; guide; guide dog"
510,1F415-200D-1F9BA,"service dog","service dog; accessibility; assistance; dog; service"
